	FileNames	Class	Clusters
13794	knife_217.pcd	knife	7
13795	table_4886.pcd	table	-1
13796	table_3696.pcd	table	28
13797	lamp_833.pcd	lamp	-1
13798	chair_3194.pcd	chair	-1
13799	lamp_899.pcd	lamp	-1
13800	car_73.pcd	car	10
13801	car_1686.pcd	car	10
13802	table_4766.pcd	table	-1
13803	knife_111.pcd	knife	7
13804	table_5118.pcd	table	27
13805	car_1205.pcd	car	10
13806	chair_888.pcd	chair	-1
13807	chair_3590.pcd	chair	13
13808	airplane_2626.pcd	airplane	21
13809	chair_1793.pcd	chair	13
13810	guitar_559.pcd	guitar	7
13811	table_1903.pcd	table	-1
13812	guitar_269.pcd	guitar	7
13813	chair_2767.pcd	chair	4
13814	car_1064.pcd	car	10
13815	airplane_1396.pcd	airplane	20
13816	airplane_2480.pcd	airplane	31
13817	table_4035.pcd	table	8
13818	chair_2276.pcd	chair	13
13819	table_4850.pcd	table	-1
13820	airplane_682.pcd	airplane	-1
13821	laptop_39.pcd	laptop	2
13822	chair_3459.pcd	chair	13
13823	airplane_1774.pcd	airplane	-1
13824	knife_292.pcd	knife	7
13825	table_4943.pcd	table	27
13826	chair_3108.pcd	chair	-1
13827	airplane_2098.pcd	airplane	17
13828	table_5248.pcd	table	-1
13829	table_4854.pcd	table	-1
13830	chair_474.pcd	chair	4
13831	knife_29.pcd	knife	7
13832	chair_1602.pcd	chair	-1
13833	chair_2393.pcd	chair	13
13834	table_3017.pcd	table	-1
13835	chair_1095.pcd	chair	13
13836	table_5150.pcd	table	-1
13837	laptop_384.pcd	laptop	2
13838	lamp_722.pcd	lamp	-1
13839	airplane_1976.pcd	airplane	16
13840	laptop_244.pcd	laptop	2
13841	lamp_98.pcd	lamp	-1
13842	chair_2010.pcd	chair	-1
13843	car_1626.pcd	car	10
13844	table_5246.pcd	table	27
13845	pistol_180.pcd	pistol	18
13846	car_279.pcd	car	10
13847	airplane_2205.pcd	airplane	-1
13848	table_5164.pcd	table	-1
13849	chair_1483.pcd	chair	13
13850	table_2709.pcd	table	27
13851	car_508.pcd	car	10
13852	table_3455.pcd	table	-1
13853	airplane_170.pcd	airplane	21
13854	table_356.pcd	table	-1
13855	table_4007.pcd	table	27
13856	guitar_740.pcd	guitar	7
13857	chair_2878.pcd	chair	13
13858	laptop_307.pcd	laptop	2
13859	motorbike_98.pcd	motorbike	11
13860	pistol_128.pcd	pistol	18
13861	chair_963.pcd	chair	13
13862	car_105.pcd	car	-1
13863	guitar_29.pcd	guitar	7
13864	airplane_1641.pcd	airplane	33
13865	chair_2922.pcd	chair	13
13866	chair_92.pcd	chair	-1
13867	table_1761.pcd	table	27
13868	skateboard_131.pcd	skateboard	9
13869	guitar_651.pcd	guitar	7
13870	table_5210.pcd	table	-1
13871	chair_2705.pcd	chair	13
13872	guitar_138.pcd	guitar	7
13873	table_4988.pcd	table	-1
13874	guitar_425.pcd	guitar	7
13875	airplane_353.pcd	airplane	21
13876	table_4082.pcd	table	-1
13877	chair_3070.pcd	chair	-1
13878	airplane_1384.pcd	airplane	15
13879	lamp_234.pcd	lamp	-1
13880	skateboard_22.pcd	skateboard	9
13881	lamp_723.pcd	lamp	7
13882	car_490.pcd	car	10
13883	laptop_348.pcd	laptop	2
13884	airplane_1967.pcd	airplane	-1
13885	lamp_335.pcd	lamp	7
13886	motorbike_190.pcd	motorbike	-1
13887	table_3026.pcd	table	-1
13888	airplane_1608.pcd	airplane	19
13889	lamp_1473.pcd	lamp	7
13890	guitar_576.pcd	guitar	7
13891	table_2865.pcd	table	-1
13892	car_20.pcd	car	10
13893	table_3224.pcd	table	27
13894	chair_616.pcd	chair	-1
13895	lamp_886.pcd	lamp	-1
13896	chair_1669.pcd	chair	-1
13897	table_1625.pcd	table	-1
13898	car_258.pcd	car	-1
13899	car_257.pcd	car	-1
13900	earphone_18.pcd	earphone	-1
13901	laptop_387.pcd	laptop	2
13902	airplane_2515.pcd	airplane	33
13903	chair_3091.pcd	chair	13
13904	airplane_530.pcd	airplane	-1
13905	airplane_699.pcd	airplane	-1
13906	table_4621.pcd	table	-1
13907	chair_3263.pcd	chair	-1
13908	chair_368.pcd	chair	-1
13909	pistol_37.pcd	pistol	18
13910	car_1715.pcd	car	10
13911	airplane_2403.pcd	airplane	-1
13912	lamp_1095.pcd	lamp	7
13913	chair_3501.pcd	chair	13
13914	airplane_251.pcd	airplane	-1
13915	table_2139.pcd	table	-1
13916	mug_9.pcd	mug	1
13917	airplane_2268.pcd	airplane	36
13918	lamp_143.pcd	lamp	7
13919	laptop_35.pcd	laptop	2
13920	table_2158.pcd	table	27
13921	table_1987.pcd	table	8
13922	car_990.pcd	car	10
13923	car_1025.pcd	car	10
13924	table_2990.pcd	table	-1
13925	airplane_908.pcd	airplane	26
13926	lamp_60.pcd	lamp	-1
13927	car_47.pcd	car	10
13928	table_593.pcd	table	-1
13929	table_114.pcd	table	27
13930	airplane_2155.pcd	airplane	-1
13931	table_5200.pcd	table	-1
13932	guitar_510.pcd	guitar	7
13933	table_1021.pcd	table	24
13934	table_813.pcd	table	-1
13935	table_4949.pcd	table	24
13936	airplane_59.pcd	airplane	38
13937	chair_187.pcd	chair	13
13938	skateboard_103.pcd	skateboard	9
13939	car_1087.pcd	car	10
13940	table_1356.pcd	table	-1
13941	guitar_433.pcd	guitar	7
13942	chair_446.pcd	chair	13
13943	chair_1148.pcd	chair	-1
13944	table_855.pcd	table	-1
13945	airplane_2106.pcd	airplane	-1
13946	table_1764.pcd	table	-1
13947	chair_1094.pcd	chair	13
13948	laptop_5.pcd	laptop	2
13949	table_3931.pcd	table	-1
13950	airplane_1519.pcd	airplane	-1
13951	airplane_2395.pcd	airplane	-1
13952	table_2174.pcd	table	3
13953	car_394.pcd	car	-1
13954	lamp_46.pcd	lamp	-1
13955	chair_2825.pcd	chair	-1
13956	guitar_372.pcd	guitar	7
13957	airplane_1275.pcd	airplane	-1
13958	motorbike_171.pcd	motorbike	11
13959	airplane_760.pcd	airplane	31
13960	table_2774.pcd	table	-1
13961	car_1057.pcd	car	10
13962	bag_44.pcd	bag	-1
13963	table_3472.pcd	table	27
13964	car_281.pcd	car	10
13965	knife_276.pcd	knife	7
13966	lamp_884.pcd	lamp	-1
13967	table_1574.pcd	table	-1
13968	airplane_175.pcd	airplane	-1
13969	table_2810.pcd	table	-1
13970	airplane_1181.pcd	airplane	17
13971	lamp_1132.pcd	lamp	-1
13972	table_3136.pcd	table	-1
13973	chair_2910.pcd	chair	-1
13974	car_1690.pcd	car	10
13975	airplane_2331.pcd	airplane	-1
13976	lamp_362.pcd	lamp	7
13977	lamp_1446.pcd	lamp	7
13978	chair_3662.pcd	chair	13
13979	table_2713.pcd	table	-1
13980	table_4127.pcd	table	-1
13981	lamp_901.pcd	lamp	-1
13982	table_4665.pcd	table	-1
13983	table_1921.pcd	table	28
13984	table_1531.pcd	table	27
13985	airplane_1532.pcd	airplane	17
13986	airplane_1716.pcd	airplane	38
13987	airplane_2276.pcd	airplane	17
13988	car_972.pcd	car	10
13989	chair_1868.pcd	chair	13
13990	car_1009.pcd	car	10
13991	mug_161.pcd	mug	1
13992	skateboard_145.pcd	skateboard	9
13993	airplane_1695.pcd	airplane	16
13994	table_1148.pcd	table	27
13995	mug_70.pcd	mug	1
13996	chair_731.pcd	chair	-1
13997	chair_3243.pcd	chair	13
13998	table_4611.pcd	table	-1
13999	car_103.pcd	car	10
14000	chair_2535.pcd	chair	-1
14001	lamp_1265.pcd	lamp	-1
14002	table_2199.pcd	table	-1
14003	table_4221.pcd	table	-1
14004	airplane_944.pcd	airplane	20
14005	table_4404.pcd	table	-1
14006	car_743.pcd	car	-1
14007	airplane_1693.pcd	airplane	20
14008	chair_1815.pcd	chair	-1
14009	airplane_2212.pcd	airplane	25
14010	chair_1827.pcd	chair	13
14011	guitar_528.pcd	guitar	7
14012	lamp_1343.pcd	lamp	-1
14013	lamp_762.pcd	lamp	7
14014	motorbike_66.pcd	motorbike	-1
14015	airplane_235.pcd	airplane	19
14016	car_862.pcd	car	10
14017	table_5161.pcd	table	6
14018	airplane_823.pcd	airplane	-1
14019	table_3621.pcd	table	-1
14020	airplane_1629.pcd	airplane	-1
14021	table_723.pcd	table	-1
14022	chair_458.pcd	chair	-1
14023	table_493.pcd	table	27
14024	table_2811.pcd	table	27
14025	chair_2096.pcd	chair	13
14026	chair_1634.pcd	chair	-1
14027	chair_1357.pcd	chair	-1
14028	lamp_35.pcd	lamp	-1
14029	table_1141.pcd	table	28
14030	chair_3556.pcd	chair	13
14031	airplane_1793.pcd	airplane	20
14032	car_872.pcd	car	10
14033	table_4902.pcd	table	8
14034	laptop_366.pcd	laptop	2
14035	chair_898.pcd	chair	4
14036	airplane_873.pcd	airplane	-1
14037	chair_2494.pcd	chair	13
14038	chair_3551.pcd	chair	-1
14039	chair_1449.pcd	chair	-1
14040	lamp_1366.pcd	lamp	7
14041	car_60.pcd	car	10
14042	airplane_207.pcd	airplane	-1
14043	table_2213.pcd	table	27
14044	airplane_2391.pcd	airplane	21
14045	chair_68.pcd	chair	-1
14046	table_4481.pcd	table	27
14047	car_360.pcd	car	-1
14048	airplane_1957.pcd	airplane	20
14049	table_207.pcd	table	-1
14050	chair_3549.pcd	chair	-1
14051	chair_1161.pcd	chair	13
14052	car_447.pcd	car	10
14053	chair_3511.pcd	chair	-1
14054	car_373.pcd	car	10
14055	car_1652.pcd	car	10
14056	chair_1247.pcd	chair	-1
14057	chair_2500.pcd	chair	-1
14058	lamp_29.pcd	lamp	-1
14059	table_3747.pcd	table	-1
14060	table_4964.pcd	table	-1
14061	lamp_192.pcd	lamp	7
14062	airplane_2436.pcd	airplane	17
14063	chair_1332.pcd	chair	-1
14064	table_4418.pcd	table	-1
14065	table_1352.pcd	table	27
14066	airplane_1215.pcd	airplane	18
14067	chair_3167.pcd	chair	-1
14068	table_2897.pcd	table	-1
14069	table_3807.pcd	table	-1
14070	chair_2497.pcd	chair	-1
14071	table_1915.pcd	table	-1
14072	chair_1628.pcd	chair	-1
14073	table_3413.pcd	table	-1
14074	guitar_410.pcd	guitar	7
14075	chair_2430.pcd	chair	13
14076	table_2439.pcd	table	-1
14077	table_2682.pcd	table	-1
14078	airplane_1075.pcd	airplane	-1
14079	car_515.pcd	car	10
14080	table_3090.pcd	table	-1
14081	chair_3535.pcd	chair	-1
14082	table_3332.pcd	table	-1
14083	earphone_33.pcd	earphone	-1
14084	chair_2226.pcd	chair	13
14085	table_4510.pcd	table	-1
14086	table_1137.pcd	table	-1
14087	pistol_206.pcd	pistol	18
14088	chair_1886.pcd	chair	13
14089	airplane_524.pcd	airplane	-1
14090	guitar_143.pcd	guitar	7
14091	airplane_1665.pcd	airplane	17
14092	airplane_839.pcd	airplane	17
14093	chair_354.pcd	chair	-1
14094	car_693.pcd	car	10
14095	chair_3215.pcd	chair	13
14096	knife_72.pcd	knife	7
14097	car_924.pcd	car	-1
14098	table_3193.pcd	table	-1
14099	lamp_129.pcd	lamp	-1
14100	airplane_539.pcd	airplane	-1
14101	airplane_371.pcd	airplane	33
14102	chair_853.pcd	chair	-1
14103	motorbike_87.pcd	motorbike	11
14104	guitar_51.pcd	guitar	7
14105	airplane_634.pcd	airplane	-1
14106	table_1539.pcd	table	-1
14107	bag_67.pcd	bag	-1
14108	lamp_1028.pcd	lamp	-1
14109	lamp_911.pcd	lamp	-1
14110	guitar_676.pcd	guitar	7
14111	airplane_2464.pcd	airplane	37
14112	airplane_1623.pcd	airplane	31
14113	table_1105.pcd	table	-1
14114	chair_1904.pcd	chair	13
14115	car_1662.pcd	car	-1
14116	table_1020.pcd	table	-1
14117	table_1104.pcd	table	7
14118	car_863.pcd	car	10
14119	table_2243.pcd	table	27
14120	knife_317.pcd	knife	7
14121	lamp_842.pcd	lamp	-1
14122	table_2277.pcd	table	-1
14123	table_5140.pcd	table	-1
14124	chair_480.pcd	chair	-1
14125	airplane_547.pcd	airplane	-1
14126	chair_3510.pcd	chair	4
14127	airplane_2043.pcd	airplane	17
14128	laptop_77.pcd	laptop	2
14129	table_454.pcd	table	-1
14130	lamp_1275.pcd	lamp	-1
14131	bag_14.pcd	bag	-1
14132	guitar_339.pcd	guitar	7
14133	lamp_31.pcd	lamp	-1
14134	motorbike_159.pcd	motorbike	12
14135	car_461.pcd	car	10
14136	airplane_2160.pcd	airplane	-1
14137	guitar_376.pcd	guitar	7
14138	table_4327.pcd	table	-1
14139	chair_757.pcd	chair	-1
14140	lamp_589.pcd	lamp	7
14141	skateboard_76.pcd	skateboard	9
14142	car_1774.pcd	car	10
14143	table_4606.pcd	table	-1
14144	airplane_1157.pcd	airplane	19
14145	table_3116.pcd	table	-1
14146	car_1146.pcd	car	-1
14147	car_939.pcd	car	10
14148	table_2742.pcd	table	-1
14149	table_259.pcd	table	-1
14150	car_393.pcd	car	10
14151	table_2793.pcd	table	-1
14152	car_639.pcd	car	10
14153	airplane_807.pcd	airplane	17
14154	table_1868.pcd	table	-1
14155	lamp_1408.pcd	lamp	-1
14156	table_3573.pcd	table	27
14157	airplane_1348.pcd	airplane	-1
14158	chair_171.pcd	chair	-1
14159	chair_3221.pcd	chair	-1
14160	airplane_934.pcd	airplane	32
14161	guitar_727.pcd	guitar	7
14162	table_800.pcd	table	3
14163	car_119.pcd	car	10
14164	table_752.pcd	table	-1
14165	airplane_108.pcd	airplane	-1
14166	table_4076.pcd	table	-1
14167	table_13.pcd	table	27
14168	table_2063.pcd	table	-1
14169	guitar_113.pcd	guitar	7
14170	chair_2334.pcd	chair	-1
14171	airplane_2240.pcd	airplane	-1
14172	chair_2844.pcd	chair	-1
14173	airplane_50.pcd	airplane	19
14174	lamp_1219.pcd	lamp	-1
14175	chair_375.pcd	chair	-1
14176	table_2379.pcd	table	-1
14177	table_2519.pcd	table	27
14178	airplane_1419.pcd	airplane	26
14179	lamp_198.pcd	lamp	-1
14180	chair_1477.pcd	chair	-1
14181	skateboard_146.pcd	skateboard	9
14182	airplane_2040.pcd	airplane	21
14183	lamp_236.pcd	lamp	7
14184	car_1636.pcd	car	10
14185	table_2003.pcd	table	-1
14186	chair_761.pcd	chair	-1
14187	bag_5.pcd	bag	-1
14188	lamp_782.pcd	lamp	7
14189	lamp_754.pcd	lamp	-1
14190	pistol_191.pcd	pistol	18
14191	table_4382.pcd	table	-1
14192	lamp_718.pcd	lamp	-1
14193	chair_3261.pcd	chair	-1
14194	car_407.pcd	car	10
14195	guitar_297.pcd	guitar	7
14196	guitar_125.pcd	guitar	7
14197	table_2079.pcd	table	-1
14198	chair_2223.pcd	chair	13
14199	bag_15.pcd	bag	-1
14200	chair_200.pcd	chair	13
14201	lamp_1406.pcd	lamp	7
14202	table_2599.pcd	table	-1
14203	table_2434.pcd	table	27
14204	car_319.pcd	car	10
14205	laptop_73.pcd	laptop	-1
14206	table_1863.pcd	table	-1
14207	table_1530.pcd	table	-1
14208	table_685.pcd	table	-1
14209	table_1410.pcd	table	-1
14210	table_4326.pcd	table	-1
14211	lamp_1000.pcd	lamp	-1
14212	car_1291.pcd	car	10
14213	chair_694.pcd	chair	-1
14214	chair_683.pcd	chair	-1
14215	guitar_564.pcd	guitar	7
14216	guitar_423.pcd	guitar	7
14217	chair_2412.pcd	chair	13
14218	airplane_2462.pcd	airplane	31
14219	chair_352.pcd	chair	-1
14220	table_2655.pcd	table	-1
14221	laptop_390.pcd	laptop	2
14222	knife_341.pcd	knife	7
14223	car_1288.pcd	car	10
14224	table_2363.pcd	table	-1
14225	lamp_965.pcd	lamp	7
14226	table_2633.pcd	table	27
14227	table_2266.pcd	table	-1
14228	car_1300.pcd	car	10
14229	guitar_224.pcd	guitar	7
14230	table_4149.pcd	table	-1
14231	chair_1484.pcd	chair	-1
14232	bag_13.pcd	bag	-1
14233	chair_2737.pcd	chair	13
14234	table_3067.pcd	table	-1
14235	table_4798.pcd	table	-1
14236	lamp_1150.pcd	lamp	7
14237	table_3117.pcd	table	-1
14238	lamp_181.pcd	lamp	7
14239	table_2700.pcd	table	-1
14240	lamp_254.pcd	lamp	7
14241	chair_3391.pcd	chair	-1
14242	laptop_59.pcd	laptop	2
14243	airplane_2158.pcd	airplane	21
14244	table_2644.pcd	table	-1
14245	chair_1435.pcd	chair	13
14246	lamp_970.pcd	lamp	-1
14247	table_4613.pcd	table	-1
14248	table_2144.pcd	table	-1
14249	chair_724.pcd	chair	-1
14250	table_35.pcd	table	-1
14251	table_2991.pcd	table	-1
14252	pistol_122.pcd	pistol	18
14253	chair_3014.pcd	chair	-1
14254	car_1704.pcd	car	10
14255	table_1123.pcd	table	-1
14256	lamp_1013.pcd	lamp	-1
14257	mug_41.pcd	mug	1
14258	chair_3488.pcd	chair	-1
14259	table_753.pcd	table	-1
14260	table_206.pcd	table	-1
14261	table_3081.pcd	table	-1
14262	airplane_126.pcd	airplane	-1
14263	car_1310.pcd	car	10
14264	lamp_383.pcd	lamp	7
14265	airplane_414.pcd	airplane	17
14266	lamp_801.pcd	lamp	7
14267	knife_76.pcd	knife	7
14268	table_2789.pcd	table	-1
14269	lamp_1271.pcd	lamp	-1
14270	airplane_2349.pcd	airplane	-1
14271	lamp_1012.pcd	lamp	7
14272	chair_1817.pcd	chair	13
14273	chair_3039.pcd	chair	-1
14274	chair_191.pcd	chair	-1
14275	chair_1260.pcd	chair	13
14276	chair_2771.pcd	chair	13
14277	chair_1346.pcd	chair	-1
14278	chair_3040.pcd	chair	-1
14279	guitar_700.pcd	guitar	7
14280	table_3876.pcd	table	8
14281	table_2570.pcd	table	-1
14282	guitar_198.pcd	guitar	7
14283	table_4424.pcd	table	-1
14284	airplane_1462.pcd	airplane	-1
14285	table_1768.pcd	table	-1
14286	table_4642.pcd	table	-1
14287	chair_1580.pcd	chair	-1
14288	car_654.pcd	car	10
14289	chair_1101.pcd	chair	13
14290	table_3935.pcd	table	-1
14291	chair_722.pcd	chair	13
14292	table_4410.pcd	table	-1
14293	chair_3164.pcd	chair	-1
14294	pistol_141.pcd	pistol	18
14295	table_487.pcd	table	-1
14296	knife_232.pcd	knife	7
14297	chair_2677.pcd	chair	-1
14298	table_3235.pcd	table	-1
14299	table_341.pcd	table	-1
14300	table_189.pcd	table	27
14301	laptop_411.pcd	laptop	2
14302	airplane_1913.pcd	airplane	16
14303	table_4670.pcd	table	28
14304	skateboard_60.pcd	skateboard	9
14305	skateboard_120.pcd	skateboard	9
14306	table_3386.pcd	table	-1
14307	table_3738.pcd	table	-1
14308	car_1643.pcd	car	10
14309	chair_2495.pcd	chair	-1
14310	chair_3300.pcd	chair	13
14311	table_1816.pcd	table	24
14312	lamp_956.pcd	lamp	7
14313	table_964.pcd	table	-1
14314	lamp_989.pcd	lamp	7
14315	table_236.pcd	table	27
14316	pistol_251.pcd	pistol	18
14317	table_3591.pcd	table	27
14318	airplane_2333.pcd	airplane	16
14319	chair_2963.pcd	chair	-1
14320	pistol_227.pcd	pistol	18
14321	chair_2472.pcd	chair	-1
14322	table_4526.pcd	table	-1
14323	airplane_2455.pcd	airplane	-1
14324	airplane_1584.pcd	airplane	29
14325	bag_74.pcd	bag	-1
14326	chair_1023.pcd	chair	13
14327	table_1871.pcd	table	-1
14328	table_117.pcd	table	-1
14329	chair_3635.pcd	chair	-1
14330	pistol_138.pcd	pistol	18
14331	airplane_1634.pcd	airplane	-1
14332	table_3174.pcd	table	-1
14333	airplane_1590.pcd	airplane	-1
14334	chair_3517.pcd	chair	13
14335	airplane_1105.pcd	airplane	17
14336	chair_2440.pcd	chair	13
14337	table_4218.pcd	table	-1
14338	lamp_759.pcd	lamp	-1
14339	table_4092.pcd	table	-1
14340	table_1439.pcd	table	-1
14341	table_3596.pcd	table	-1
14342	chair_2056.pcd	chair	-1
14343	airplane_2060.pcd	airplane	20
14344	pistol_219.pcd	pistol	-1
14345	table_2298.pcd	table	-1
14346	car_745.pcd	car	10
14347	table_135.pcd	table	-1
14348	airplane_766.pcd	airplane	17
14349	table_4629.pcd	table	-1
14350	table_4756.pcd	table	-1
14351	pistol_7.pcd	pistol	18
14352	airplane_140.pcd	airplane	31
14353	knife_314.pcd	knife	7
14354	table_4859.pcd	table	-1
14355	lamp_441.pcd	lamp	7
14356	table_495.pcd	table	27
14357	chair_2468.pcd	chair	13
14358	chair_3015.pcd	chair	-1
14359	table_4295.pcd	table	-1
14360	guitar_577.pcd	guitar	7
14361	car_283.pcd	car	10
14362	guitar_109.pcd	guitar	7
14363	chair_317.pcd	chair	-1
14364	lamp_558.pcd	lamp	5
14365	table_2848.pcd	table	27
14366	chair_2303.pcd	chair	-1
14367	chair_1989.pcd	chair	13
14368	table_1030.pcd	table	-1
14369	chair_1464.pcd	chair	-1
14370	lamp_923.pcd	lamp	-1
14371	chair_238.pcd	chair	4
14372	lamp_796.pcd	lamp	7
14373	table_595.pcd	table	-1
14374	table_2457.pcd	table	-1
14375	chair_2581.pcd	chair	-1
14376	car_666.pcd	car	10
14377	airplane_1441.pcd	airplane	17
14378	skateboard_16.pcd	skateboard	9
14379	table_1855.pcd	table	-1
14380	table_1988.pcd	table	-1
14381	chair_1799.pcd	chair	-1
14382	guitar_638.pcd	guitar	7
14383	car_1354.pcd	car	10
14384	airplane_1753.pcd	airplane	-1
14385	table_2603.pcd	table	-1
14386	airplane_100.pcd	airplane	31
14387	chair_1114.pcd	chair	-1
14388	airplane_1471.pcd	airplane	-1
14389	car_503.pcd	car	-1
14390	table_1180.pcd	table	27
14391	chair_1265.pcd	chair	13
14392	lamp_367.pcd	lamp	5
14393	pistol_248.pcd	pistol	-1
14394	guitar_5.pcd	guitar	7
14395	airplane_1958.pcd	airplane	-1
14396	car_1113.pcd	car	10
14397	lamp_1235.pcd	lamp	7
14398	guitar_670.pcd	guitar	7
14399	table_182.pcd	table	14
14400	table_4288.pcd	table	-1
14401	car_1784.pcd	car	10
14402	chair_1410.pcd	chair	13
14403	motorbike_70.pcd	motorbike	11
14404	car_65.pcd	car	-1
14405	table_1223.pcd	table	-1
14406	table_4383.pcd	table	-1
14407	table_1002.pcd	table	-1
14408	chair_2356.pcd	chair	-1
14409	chair_250.pcd	chair	13
14410	chair_1490.pcd	chair	13
14411	airplane_2584.pcd	airplane	-1
14412	table_1423.pcd	table	27
14413	car_1553.pcd	car	10
14414	car_1619.pcd	car	10
14415	table_3280.pcd	table	27
14416	airplane_490.pcd	airplane	-1
14417	car_1417.pcd	car	10
14418	car_1641.pcd	car	10
14419	airplane_2252.pcd	airplane	-1
14420	table_3850.pcd	table	-1
14421	chair_955.pcd	chair	-1
14422	car_1302.pcd	car	10
14423	chair_997.pcd	chair	-1
14424	table_2299.pcd	table	-1
14425	chair_3617.pcd	chair	13
14426	airplane_321.pcd	airplane	-1
14427	airplane_114.pcd	airplane	-1
14428	chair_2506.pcd	chair	-1
14429	airplane_1551.pcd	airplane	-1
14430	knife_347.pcd	knife	7
14431	airplane_2661.pcd	airplane	34
14432	chair_340.pcd	chair	13
14433	chair_1957.pcd	chair	-1
14434	table_2818.pcd	table	27
14435	chair_3105.pcd	chair	-1
14436	chair_949.pcd	chair	-1
14437	mug_4.pcd	mug	-1
14438	guitar_244.pcd	guitar	7
14439	table_3036.pcd	table	-1
14440	car_1271.pcd	car	10
14441	rocket_26.pcd	rocket	18
14442	airplane_1828.pcd	airplane	31
14443	lamp_1451.pcd	lamp	-1
14444	chair_775.pcd	chair	4
14445	table_1810.pcd	table	27
14446	car_451.pcd	car	10
14447	laptop_383.pcd	laptop	2
14448	table_3834.pcd	table	-1
14449	knife_140.pcd	knife	7
14450	lamp_1165.pcd	lamp	7
14451	table_2621.pcd	table	27
14452	car_798.pcd	car	10
14453	car_1190.pcd	car	10
14454	lamp_306.pcd	lamp	7
14455	car_1227.pcd	car	10
14456	car_1209.pcd	car	10
14457	table_1236.pcd	table	-1
14458	chair_1210.pcd	chair	13
14459	table_2962.pcd	table	-1
14460	car_162.pcd	car	10
14461	lamp_134.pcd	lamp	-1
14462	table_2067.pcd	table	-1
14463	table_2502.pcd	table	-1
14464	table_2790.pcd	table	27
14465	car_152.pcd	car	10
14466	car_783.pcd	car	-1
14467	table_3697.pcd	table	24
14468	airplane_1842.pcd	airplane	-1
14469	table_366.pcd	table	-1
14470	table_755.pcd	table	-1
14471	table_1118.pcd	table	-1
14472	pistol_33.pcd	pistol	-1
14473	chair_258.pcd	chair	-1
14474	car_199.pcd	car	-1
14475	table_1874.pcd	table	-1
14476	table_3877.pcd	table	-1
14477	laptop_320.pcd	laptop	-1
14478	table_2777.pcd	table	-1
14479	airplane_975.pcd	airplane	-1
14480	table_984.pcd	table	27
14481	table_331.pcd	table	-1
14482	knife_199.pcd	knife	7
14483	airplane_1730.pcd	airplane	-1
14484	airplane_291.pcd	airplane	17
14485	table_5205.pcd	table	-1
14486	car_442.pcd	car	10
14487	table_1676.pcd	table	-1
14488	laptop_104.pcd	laptop	2
14489	airplane_2442.pcd	airplane	19
14490	airplane_1595.pcd	airplane	-1
14491	chair_2650.pcd	chair	-1
14492	chair_2927.pcd	chair	13
14493	lamp_1231.pcd	lamp	-1
14494	guitar_38.pcd	guitar	7
14495	table_5264.pcd	table	-1
14496	guitar_285.pcd	guitar	7
14497	table_2710.pcd	table	-1
14498	table_3815.pcd	table	-1
14499	lamp_342.pcd	lamp	7
14500	car_568.pcd	car	10
14501	car_1018.pcd	car	10
14502	table_2218.pcd	table	-1
14503	airplane_1041.pcd	airplane	17
14504	table_876.pcd	table	-1
14505	guitar_585.pcd	guitar	7
14506	airplane_1703.pcd	airplane	34
14507	lamp_131.pcd	lamp	-1
14508	airplane_745.pcd	airplane	31
14509	table_4071.pcd	table	-1
14510	chair_142.pcd	chair	-1
14511	table_4752.pcd	table	27
14512	table_3770.pcd	table	-1
14513	airplane_711.pcd	airplane	17
14514	table_3862.pcd	table	-1
14515	car_494.pcd	car	10
14516	earphone_14.pcd	earphone	-1
14517	chair_717.pcd	chair	-1
14518	mug_99.pcd	mug	1
14519	airplane_2044.pcd	airplane	-1
14520	lamp_1365.pcd	lamp	-1
14521	airplane_1995.pcd	airplane	-1
14522	guitar_784.pcd	guitar	7
14523	knife_43.pcd	knife	7
14524	table_662.pcd	table	8
14525	chair_2719.pcd	chair	13
14526	earphone_4.pcd	earphone	7
14527	guitar_307.pcd	guitar	7
14528	table_4471.pcd	table	-1
14529	chair_3374.pcd	chair	-1
14530	lamp_636.pcd	lamp	-1
14531	car_1749.pcd	car	10
14532	lamp_1340.pcd	lamp	7
14533	airplane_1755.pcd	airplane	17
14534	car_612.pcd	car	10
14535	table_2304.pcd	table	-1
14536	table_3799.pcd	table	-1
14537	car_1000.pcd	car	10
14538	table_3989.pcd	table	-1
14539	table_1315.pcd	table	-1
14540	airplane_1516.pcd	airplane	25
14541	lamp_871.pcd	lamp	-1
14542	chair_3476.pcd	chair	13
14543	table_1457.pcd	table	-1
14544	chair_1805.pcd	chair	-1
14545	car_760.pcd	car	10
14546	chair_260.pcd	chair	-1
14547	airplane_1718.pcd	airplane	25
14548	table_4990.pcd	table	-1
14549	chair_1837.pcd	chair	4
14550	table_597.pcd	table	-1
14551	car_419.pcd	car	10
14552	knife_149.pcd	knife	7
14553	table_3880.pcd	table	-1
14554	table_3539.pcd	table	-1
14555	car_153.pcd	car	10
14556	table_500.pcd	table	-1
14557	lamp_126.pcd	lamp	7
14558	lamp_683.pcd	lamp	7
14559	airplane_984.pcd	airplane	32
14560	airplane_467.pcd	airplane	-1
14561	lamp_1434.pcd	lamp	-1
14562	chair_60.pcd	chair	13
14563	chair_3131.pcd	chair	13
14564	cap_46.pcd	cap	-1
14565	chair_3587.pcd	chair	13
14566	chair_1475.pcd	chair	13
14567	airplane_1260.pcd	airplane	17
14568	table_4447.pcd	table	-1
14569	airplane_1592.pcd	airplane	-1
